kiscourseid,ukprn,url,coursetitle,modules,a_level_subjects,a_level_grades,ib_subjects,ib_grades,overview_text
QQ74,10007774,https://www.ox.ac.uk/admissions/undergraduate/courses/course-listing/modern-languages,Modern Languages,"Two-language course
Practical language work
Study of important works and/or topics in the literature of each language
One-language course:
Further options in addition to the above, including: film studies; literary theory (French); medieval studies (German/Spanish); key texts in French or German thought; short fiction (Spanish); Polish and Church Slavonic (Russian)",AAA,AAA,38 (including core points) with 666 at HL,38,"Studying Modern Languages provides both practical training in written and spoken language and an extensive introduction to literature and thought written in European languages.

As well as learning to write and speak the language(s) fluently, you can study a broad range of literature, or focus your studies on any period from the medieval to the present day.

A wide range of other options allow you to explore subjects including linguistics, philology, film or gender studies or (in French, German and Spanish) advanced translation.

"">Video of Modern Languages at Oxford University

Modern Languages have been taught in Oxford since 1724. The faculty is the largest in the country, with a total intake of more than 250 students a year (including joint courses).

Undergraduate students have access to the Taylor Institution Library, the biggest research library in Britain devoted to modern languages, and the University’s central library the Bodleian, as well as many online resources. The University’s well-equipped Language Centre has resources specifically tailored to the needs of Modern Language students.

Language is at the centre of the Oxford course, making up around 50% of both first-year and final examinations. The course aims to teach spoken fluency in colloquial and more formal situations, as well as the ability to write essays in the foreign language, and the ability to translate into and out of the foreign language with accuracy and sensitivity to a range of vocabulary, styles and registers. You will also develop your reading skills to a high level.

The study of literature gives you an understanding of other cultures that cannot be acquired solely through learning the language. It leads you into areas such as:

• gender studies
• popular culture
• theatre
• aesthetics
• anthropology
• art history
• ethics
• history
• philosophy
• politics
• psychology
• and religious studies.

These areas of study develop your skills as a critical reader, writer and thinker."
QQ71,10007774,https://www.ox.ac.uk/admissions/undergraduate/courses/course-listing/modern-languages-and-linguistics,Modern Languages and Linguistics,"Modern Language
Practical language work (two papers)
Study of important works and/or topics in the literature of the language (two papers)
Linguistics
General linguistics
Phonetics and phonology
Morphology
Syntax
Semantics and pragmatics",AAA,AAA,38 (including core points) with 666 at HL,38,"This course allows students to study one modern language in depth together with linguistics, the study of language itself.

Part of your course will consist of developing your practical language skills to a high level, and you will also explore the literature and culture of the relevant language.

In your study of linguistics, you will be introduced to the analysis of the nature and structure of human language. This will include topics such as how words and sentences are formed, how we make and hear sounds, how languages change and vary and how language is organised in the brain, and you will apply these ideas to the study of your chosen language.

"">Video of Modern Languages and Linguistics at Oxford University

Please note that the course video refers to the Linguistics Aptitude Test, which is no longer part of the admissions process.

The Faculty of Linguistics, Philology, and Phonetics has particular expertise in:

• general linguistics
• phonetics
• phonology
• syntax and semantics
• psycholinguistics
• the history and structure of many individual European languages and language families.

All these combine to offer a mutually reinforcing package. On the one hand, the theoretical study of what human language is and how it works. On the other, the detailed study of issues of language structure and change applied to the specific language you are studying.

You will find a wide range of options available, allowing you to concentrate on those areas you find most exciting.

Undergraduate students have access to the Taylor Institution Library, the biggest research library in Britain devoted to modern languages, as well as to the University’s central library, the Bodleian, and many online resources. The University’s well-equipped Language Centre has study materials specifically tailored to the needs of Modern Language students."
QT7P,10007774,https://www.ox.ac.uk/admissions/undergraduate/courses/course-listing/modern-languages,Modern Languages,"Two-language course
Practical language work
Study of important works and/or topics in the literature of each language
One-language course:
Further options in addition to the above, including: film studies; literary theory (French); medieval studies (German/Spanish); key texts in French or German thought; short fiction (Spanish); Polish and Church Slavonic (Russian)",AAA,AAA,38 (including core points) with 666 at HL,38,"Studying Modern Languages provides both practical training in written and spoken language and an extensive introduction to literature and thought written in European languages.

As well as learning to write and speak the language(s) fluently, you can study a broad range of literature, or focus your studies on any period from the medieval to the present day.

A wide range of other options allow you to explore subjects including linguistics, philology, film or gender studies or (in French, German and Spanish) advanced translation.

"">Video of Modern Languages at Oxford University

Modern Languages have been taught in Oxford since 1724. The faculty is the largest in the country, with a total intake of more than 250 students a year (including joint courses).

Undergraduate students have access to the Taylor Institution Library, the biggest research library in Britain devoted to modern languages, and the University’s central library the Bodleian, as well as many online resources. The University’s well-equipped Language Centre has resources specifically tailored to the needs of Modern Language students.

Language is at the centre of the Oxford course, making up around 50% of both first-year and final examinations. The course aims to teach spoken fluency in colloquial and more formal situations, as well as the ability to write essays in the foreign language, and the ability to translate into and out of the foreign language with accuracy and sensitivity to a range of vocabulary, styles and registers. You will also develop your reading skills to a high level.

The study of literature gives you an understanding of other cultures that cannot be acquired solely through learning the language. It leads you into areas such as:

• gender studies
• popular culture
• theatre
• aesthetics
• anthropology
• art history
• ethics
• history
• philosophy
• politics
• psychology
• and religious studies.

These areas of study develop your skills as a critical reader, writer and thinker."
QT7Q,10007774,https://www.ox.ac.uk/admissions/undergraduate/courses/course-listing/modern-languages,Modern Languages,"Two-language course
Practical language work
Study of important works and/or topics in the literature of each language
One-language course:
Further options in addition to the above, including: film studies; literary theory (French); medieval studies (German/Spanish); key texts in French or German thought; short fiction (Spanish); Polish and Church Slavonic (Russian)",AAA,AAA,38 (including core points) with 666 at HL,38,"Studying Modern Languages provides both practical training in written and spoken language and an extensive introduction to literature and thought written in European languages.

As well as learning to write and speak the language(s) fluently, you can study a broad range of literature, or focus your studies on any period from the medieval to the present day.

A wide range of other options allow you to explore subjects including linguistics, philology, film or gender studies or (in French, German and Spanish) advanced translation.

"">Video of Modern Languages at Oxford University

Modern Languages have been taught in Oxford since 1724. The faculty is the largest in the country, with a total intake of more than 250 students a year (including joint courses).

Undergraduate students have access to the Taylor Institution Library, the biggest research library in Britain devoted to modern languages, and the University’s central library the Bodleian, as well as many online resources. The University’s well-equipped Language Centre has resources specifically tailored to the needs of Modern Language students.

Language is at the centre of the Oxford course, making up around 50% of both first-year and final examinations. The course aims to teach spoken fluency in colloquial and more formal situations, as well as the ability to write essays in the foreign language, and the ability to translate into and out of the foreign language with accuracy and sensitivity to a range of vocabulary, styles and registers. You will also develop your reading skills to a high level.

The study of literature gives you an understanding of other cultures that cannot be acquired solely through learning the language. It leads you into areas such as:

• gender studies
• popular culture
• theatre
• aesthetics
• anthropology
• art history
• ethics
• history
• philosophy
• politics
• psychology
• and religious studies.

These areas of study develop your skills as a critical reader, writer and thinker."
W300,10007774,http://www.ox.ac.uk/admissions/undergraduate/courses-listing/music,Music,"Six modules are taken (two chosen from a list of options)
Compulsory:
Foundations in the Study of Music
Stylistic Composition
Topics I, for example: Machaut’s Songs; Women and Music in the 19th Century; Music, Mind, Behaviour; Global Hip Hop
Musical Analysis and Critical Listening
Options:
Extended Essay
Composition
Performance
Critical Studies in Ethnomusicology
Historically Informed Performance
Musical Skills (Conducting, Keyboard Skills, Arranging)",AAA,AAA,38 (including core points) with 666 at HL,38,"Music is everywhere in the world around us; it is part of all of our lives, whether we play it, actively listen to it, or hear it in passing.

At Oxford, we study music by reading, listening, performing and composing. We create music in all its aspects – acoustic, electronic, individually and communally, working with world-class professionals and with local communities. We analyse the relationships within a piece of music, and between that piece and its genre and context.

Throughout the course, you will be exposed to music of all kinds and in all contexts:

• Western classical
• popular music
• global, world and traditional musics
• community music
• seeing these musics in terms of their social and cultural contexts (and how those contexts have been shaped over time).

"">Video of Music at Oxford University

Music has been part of the life of Oxford for more than 800 years. There are around 30 academic staff, of whom 15 give lectures regularly – scholars with distinguished reputations as musicologists, performers and composers. Oxford welcomes visits from numerous speakers and professional performing ensembles.

From October 2025, the Faculty of Music will be located at the The Stephen A. Schwarzman Centre for the Humanities. This new state-of-the-art building includes a concert hall, lecture spaces, film screening theatre, black box experimental performance space, practice rooms and a multimedia digital TV broadcasting and sound studio. The world-famous Bate Collection of Musical Instruments, which lends historical instruments to students will also be moving to the new centre, along with the Faculty's gamelan orchestra.

The course is broadly based but allows increasing specialisation and choice as you proceed. Whether you’re a performer, a composer, a budding scholar of music history, sociology, psychology or education, the Music course offers something for you.

Students graduate as mature and well-rounded musicians with an informed and lively sense of the contemporary study and practice of the subject, and the ways in which music contributes to society more broadly."
T613,10007774,https://www.ox.ac.uk/admissions/undergraduate/courses/course-listing/asian-and-middle-eastern-studies,Asian and Middle Eastern Studies,,AAA,AAA,39 (including core points) with 666 at HL,39,"The Faculty of Asian and Middle Eastern Studies is unique for its focus on introducing students to civilisations that are different from the Western ones upon which the curriculum in most British schools and colleges is based.

The various courses offered by the Faculty present both the major traditions and cultural trends of the regions studied and, in most cases, their modern developments. All courses include a combination of linguistic, literary, historic and cultural studies. There is a wide range of options in fields such as art and archaeology, history, literature, philosophy, religion and modern social studies.

Asian and Middle Eastern Studies has a long history in Oxford. The Bodleian and other libraries possess extensive collections. These include the Nizami Ganjavi Library, the KB Chen China Centre Library and the Bodleian Japanese Library which contain significant collections in their respective fields.

Around the corner from the Faculty building on Pusey Lane is the Ashmolean Museum, which houses superb collections relevant to Asian and Middle Eastern Studies. Nearby are also the Leopold Muller Memorial Library at the Clarendon Institute for Hebrew and Jewish Studies material, and the Bodleian Art, Archaeology and Ancient World Library. The Bodleian Art, Archaeology and Ancient World Library contains the renowned Griffith Institute Archive, one of the finest collections in the world for the study of ancient Egypt and the Ancient Near East."
VR5R,10007774,http://www.ox.ac.uk/admissions/undergraduate/courses-listing/philosophy-and-modern-languages,Philosophy and Modern Languages,"Philosophy
General philosophy
Moral philosophy
Logic
Modern Languages
Practical language work (two papers)
Study of important literary works and/or topics (two papers)",AAA,AAA,39 (including core points) with 666 at HL,39,"Philosophy and Modern Languages brings together some of the most important approaches to understanding language, literature and ideas.

The study of philosophy develops analytical rigour and the ability to criticise and reason logically. It allows you to apply these skills to questions ranging from how we acquire knowledge and form moral judgements to the nature of language, art and literature. Since many works of literature are shaped by the dominant philosophical ideas of their epoch, study of philosophy can illuminate that intellectual background.

The study of a modern European language develops analytical and critical abilities as well as highly competent linguistic skills. Studying the literature written in that language contributes to an understanding of many aspects of European culture. This enables students to develop attention to:

• stylistic and terminological detail
• rhetorical strategies
• and sensitivity to cultural and historical context

These skills are all of great value to the study of philosophy.

Studying these two disciplines in parallel has numerous advantages and affords students greater insights into each.

"">Video of Philosophy and Modern Languages at Oxford University

The Philosophy Faculty is the largest philosophy department in the UK, and one of the largest in the world. We admit around 450 undergraduates annually to read the various degrees involving Philosophy. Many faculty members have a worldwide reputation and our library and other facilities are acknowledged as among the best in the country.

Oxford’s Modern Languages Faculty is also the largest in the country, with a total intake of more than 250 students a year, including those reading joint degrees. The Taylor Institution is the biggest modern languages research library in the UK. The Modern Languages Faculty also has an undergraduate lending library, and students are able to take advantage of the well-equipped Language Centre."
RV35,10007774,http://www.ox.ac.uk/admissions/undergraduate/courses-listing/philosophy-and-modern-languages,Philosophy and Modern Languages,"Philosophy
General philosophy
Moral philosophy
Logic
Modern Languages
Practical language work (two papers)
Study of important literary works and/or topics (two papers)",AAA,AAA,39 (including core points) with 666 at HL,39,"Philosophy and Modern Languages brings together some of the most important approaches to understanding language, literature and ideas.

The study of philosophy develops analytical rigour and the ability to criticise and reason logically. It allows you to apply these skills to questions ranging from how we acquire knowledge and form moral judgements to the nature of language, art and literature. Since many works of literature are shaped by the dominant philosophical ideas of their epoch, study of philosophy can illuminate that intellectual background.

The study of a modern European language develops analytical and critical abilities as well as highly competent linguistic skills. Studying the literature written in that language contributes to an understanding of many aspects of European culture. This enables students to develop attention to:

• stylistic and terminological detail
• rhetorical strategies
• and sensitivity to cultural and historical context

These skills are all of great value to the study of philosophy.

Studying these two disciplines in parallel has numerous advantages and affords students greater insights into each.

"">Video of Philosophy and Modern Languages at Oxford University

The Philosophy Faculty is the largest philosophy department in the UK, and one of the largest in the world. We admit around 450 undergraduates annually to read the various degrees involving Philosophy. Many faculty members have a worldwide reputation and our library and other facilities are acknowledged as among the best in the country.

Oxford’s Modern Languages Faculty is also the largest in the country, with a total intake of more than 250 students a year, including those reading joint degrees. The Taylor Institution is the biggest modern languages research library in the UK. The Modern Languages Faculty also has an undergraduate lending library, and students are able to take advantage of the well-equipped Language Centre."
VR59,10007774,http://www.ox.ac.uk/admissions/undergraduate/courses-listing/philosophy-and-modern-languages,Philosophy and Modern Languages,"Philosophy
General philosophy
Moral philosophy
Logic
Modern Languages
Practical language work (two papers)
Study of important literary works and/or topics (two papers)",AAA,AAA,39 (including core points) with 666 at HL,39,"Philosophy and Modern Languages brings together some of the most important approaches to understanding language, literature and ideas.

The study of philosophy develops analytical rigour and the ability to criticise and reason logically. It allows you to apply these skills to questions ranging from how we acquire knowledge and form moral judgements to the nature of language, art and literature. Since many works of literature are shaped by the dominant philosophical ideas of their epoch, study of philosophy can illuminate that intellectual background.

The study of a modern European language develops analytical and critical abilities as well as highly competent linguistic skills. Studying the literature written in that language contributes to an understanding of many aspects of European culture. This enables students to develop attention to:

• stylistic and terminological detail
• rhetorical strategies
• and sensitivity to cultural and historical context

These skills are all of great value to the study of philosophy.

Studying these two disciplines in parallel has numerous advantages and affords students greater insights into each.

"">Video of Philosophy and Modern Languages at Oxford University

The Philosophy Faculty is the largest philosophy department in the UK, and one of the largest in the world. We admit around 450 undergraduates annually to read the various degrees involving Philosophy. Many faculty members have a worldwide reputation and our library and other facilities are acknowledged as among the best in the country.

Oxford’s Modern Languages Faculty is also the largest in the country, with a total intake of more than 250 students a year, including those reading joint degrees. The Taylor Institution is the biggest modern languages research library in the UK. The Modern Languages Faculty also has an undergraduate lending library, and students are able to take advantage of the well-equipped Language Centre."
VR5M,10007774,http://www.ox.ac.uk/admissions/undergraduate/courses-listing/philosophy-and-modern-languages,Philosophy and Modern Languages,"Philosophy
General philosophy
Moral philosophy
Logic
Modern Languages
Practical language work (two papers)
Study of important literary works and/or topics (two papers)",AAA,AAA,39 (including core points) with 666 at HL,39,"Philosophy and Modern Languages brings together some of the most important approaches to understanding language, literature and ideas.

The study of philosophy develops analytical rigour and the ability to criticise and reason logically. It allows you to apply these skills to questions ranging from how we acquire knowledge and form moral judgements to the nature of language, art and literature. Since many works of literature are shaped by the dominant philosophical ideas of their epoch, study of philosophy can illuminate that intellectual background.

The study of a modern European language develops analytical and critical abilities as well as highly competent linguistic skills. Studying the literature written in that language contributes to an understanding of many aspects of European culture. This enables students to develop attention to:

• stylistic and terminological detail
• rhetorical strategies
• and sensitivity to cultural and historical context

These skills are all of great value to the study of philosophy.

Studying these two disciplines in parallel has numerous advantages and affords students greater insights into each.

"">Video of Philosophy and Modern Languages at Oxford University

The Philosophy Faculty is the largest philosophy department in the UK, and one of the largest in the world. We admit around 450 undergraduates annually to read the various degrees involving Philosophy. Many faculty members have a worldwide reputation and our library and other facilities are acknowledged as among the best in the country.

Oxford’s Modern Languages Faculty is also the largest in the country, with a total intake of more than 250 students a year, including those reading joint degrees. The Taylor Institution is the biggest modern languages research library in the UK. The Modern Languages Faculty also has an undergraduate lending library, and students are able to take advantage of the well-equipped Language Centre."
VR57,10007774,http://www.ox.ac.uk/admissions/undergraduate/courses-listing/philosophy-and-modern-languages,Philosophy and Modern Languages,"Philosophy
General philosophy
Moral philosophy
Logic
Modern Languages
Practical language work (two papers)
Study of important literary works and/or topics (two papers)",AAA,AAA,39 (including core points) with 666 at HL,39,"Philosophy and Modern Languages brings together some of the most important approaches to understanding language, literature and ideas.

The study of philosophy develops analytical rigour and the ability to criticise and reason logically. It allows you to apply these skills to questions ranging from how we acquire knowledge and form moral judgements to the nature of language, art and literature. Since many works of literature are shaped by the dominant philosophical ideas of their epoch, study of philosophy can illuminate that intellectual background.

The study of a modern European language develops analytical and critical abilities as well as highly competent linguistic skills. Studying the literature written in that language contributes to an understanding of many aspects of European culture. This enables students to develop attention to:

• stylistic and terminological detail
• rhetorical strategies
• and sensitivity to cultural and historical context

These skills are all of great value to the study of philosophy.

Studying these two disciplines in parallel has numerous advantages and affords students greater insights into each.

"">Video of Philosophy and Modern Languages at Oxford University

The Philosophy Faculty is the largest philosophy department in the UK, and one of the largest in the world. We admit around 450 undergraduates annually to read the various degrees involving Philosophy. Many faculty members have a worldwide reputation and our library and other facilities are acknowledged as among the best in the country.

Oxford’s Modern Languages Faculty is also the largest in the country, with a total intake of more than 250 students a year, including those reading joint degrees. The Taylor Institution is the biggest modern languages research library in the UK. The Modern Languages Faculty also has an undergraduate lending library, and students are able to take advantage of the well-equipped Language Centre."
VR51,10007774,http://www.ox.ac.uk/admissions/undergraduate/courses-listing/philosophy-and-modern-languages,Philosophy and Modern Languages,"Philosophy
General philosophy
Moral philosophy
Logic
Modern Languages
Practical language work (two papers)
Study of important literary works and/or topics (two papers)",AAA,AAA,39 (including core points) with 666 at HL,39,"Philosophy and Modern Languages brings together some of the most important approaches to understanding language, literature and ideas.

The study of philosophy develops analytical rigour and the ability to criticise and reason logically. It allows you to apply these skills to questions ranging from how we acquire knowledge and form moral judgements to the nature of language, art and literature. Since many works of literature are shaped by the dominant philosophical ideas of their epoch, study of philosophy can illuminate that intellectual background.

The study of a modern European language develops analytical and critical abilities as well as highly competent linguistic skills. Studying the literature written in that language contributes to an understanding of many aspects of European culture. This enables students to develop attention to:

• stylistic and terminological detail
• rhetorical strategies
• and sensitivity to cultural and historical context

These skills are all of great value to the study of philosophy.

Studying these two disciplines in parallel has numerous advantages and affords students greater insights into each.

"">Video of Philosophy and Modern Languages at Oxford University

The Philosophy Faculty is the largest philosophy department in the UK, and one of the largest in the world. We admit around 450 undergraduates annually to read the various degrees involving Philosophy. Many faculty members have a worldwide reputation and our library and other facilities are acknowledged as among the best in the country.

Oxford’s Modern Languages Faculty is also the largest in the country, with a total intake of more than 250 students a year, including those reading joint degrees. The Taylor Institution is the biggest modern languages research library in the UK. The Modern Languages Faculty also has an undergraduate lending library, and students are able to take advantage of the well-equipped Language Centre."
VR52,10007774,http://www.ox.ac.uk/admissions/undergraduate/courses-listing/philosophy-and-modern-languages,Philosophy and Modern Languages,"Philosophy
General philosophy
Moral philosophy
Logic
Modern Languages
Practical language work (two papers)
Study of important literary works and/or topics (two papers)",AAA,AAA,39 (including core points) with 666 at HL,39,"Philosophy and Modern Languages brings together some of the most important approaches to understanding language, literature and ideas.

The study of philosophy develops analytical rigour and the ability to criticise and reason logically. It allows you to apply these skills to questions ranging from how we acquire knowledge and form moral judgements to the nature of language, art and literature. Since many works of literature are shaped by the dominant philosophical ideas of their epoch, study of philosophy can illuminate that intellectual background.

The study of a modern European language develops analytical and critical abilities as well as highly competent linguistic skills. Studying the literature written in that language contributes to an understanding of many aspects of European culture. This enables students to develop attention to:

• stylistic and terminological detail
• rhetorical strategies
• and sensitivity to cultural and historical context

These skills are all of great value to the study of philosophy.

Studying these two disciplines in parallel has numerous advantages and affords students greater insights into each.

"">Video of Philosophy and Modern Languages at Oxford University

The Philosophy Faculty is the largest philosophy department in the UK, and one of the largest in the world. We admit around 450 undergraduates annually to read the various degrees involving Philosophy. Many faculty members have a worldwide reputation and our library and other facilities are acknowledged as among the best in the country.

Oxford’s Modern Languages Faculty is also the largest in the country, with a total intake of more than 250 students a year, including those reading joint degrees. The Taylor Institution is the biggest modern languages research library in the UK. The Modern Languages Faculty also has an undergraduate lending library, and students are able to take advantage of the well-equipped Language Centre."
VR53,10007774,http://www.ox.ac.uk/admissions/undergraduate/courses-listing/philosophy-and-modern-languages,Philosophy and Modern Languages,"Philosophy
General philosophy
Moral philosophy
Logic
Modern Languages
Practical language work (two papers)
Study of important literary works and/or topics (two papers)",AAA,AAA,39 (including core points) with 666 at HL,39,"Philosophy and Modern Languages brings together some of the most important approaches to understanding language, literature and ideas.

The study of philosophy develops analytical rigour and the ability to criticise and reason logically. It allows you to apply these skills to questions ranging from how we acquire knowledge and form moral judgements to the nature of language, art and literature. Since many works of literature are shaped by the dominant philosophical ideas of their epoch, study of philosophy can illuminate that intellectual background.

The study of a modern European language develops analytical and critical abilities as well as highly competent linguistic skills. Studying the literature written in that language contributes to an understanding of many aspects of European culture. This enables students to develop attention to:

• stylistic and terminological detail
• rhetorical strategies
• and sensitivity to cultural and historical context

These skills are all of great value to the study of philosophy.

Studying these two disciplines in parallel has numerous advantages and affords students greater insights into each.

"">Video of Philosophy and Modern Languages at Oxford University

The Philosophy Faculty is the largest philosophy department in the UK, and one of the largest in the world. We admit around 450 undergraduates annually to read the various degrees involving Philosophy. Many faculty members have a worldwide reputation and our library and other facilities are acknowledged as among the best in the country.

Oxford’s Modern Languages Faculty is also the largest in the country, with a total intake of more than 250 students a year, including those reading joint degrees. The Taylor Institution is the biggest modern languages research library in the UK. The Modern Languages Faculty also has an undergraduate lending library, and students are able to take advantage of the well-equipped Language Centre."
VQ51,10007774,http://www.ox.ac.uk/admissions/undergraduate/courses-listing/psychology-philosophy-and-linguistics,"Psychology, Philosophy and Linguistics","Three introductory courses are taken from:
Psychology
Philosophy
Linguistics
Neurophysiology
Probability theory and statistics",A*AA,A*AA,39 (including core points) with 766 at HL,39,"Psychology, Philosophy and Linguistics (PPL) are closely interrelated disciplines, so studying a combination of them allows students to explore different aspects of each subject, resulting in a very varied and dynamic course.

Psychology addresses such questions as: how do we perceive and understand the world around us? How do children acquire language? What predisposes two people to get on with each other? What causes schizophrenia?

Philosophy is concerned with a wide range of questions including ethics, knowledge, and the nature of mind.

Linguistics is the study of language in all its aspects, including the structure of languages, meaning (semantics), pronunciation, and how people understand, mentally represent and generate language.

Psychology at Oxford is a scientific discipline, involving the rigorous formulation and testing of ideas. It works through experiments and systematic observation rather than introspection. Data science and coding play an important role in how we train students.

The Oxford Experimental Psychology Department is widely regarded as one of the leading psychology departments in the UK. At present, there are particularly strong groups in the fields of human cognitive processes, neuroscience, language, developmental, social psychology and psychological disorders.

The Oxford Philosophy Faculty is one of the largest Philosophy departments in the world, and regularly tops international rankings. Philosophers at Oxford have active interests in the philosophy of language and of logic, philosophy of mind, and the philosophy of science, and maintain close links with those working in neuroscience and psychology.

The Faculty of Linguistics, Philology, and Phonetics brings together scholars working in:

• theoretical and descriptive linguistics (especially syntax, semantics and phonology)
• experimental phonetics
• psycholinguistics
• linguistics of the Romance languages
• historical linguistics and comparative philology.

Unlike other subjects in the humanities, it includes two scientific research laboratories – the Language and Brain Laboratory and the Phonetics Laboratory.

Students taking Psychology as one of their subjects can elect to graduate after three years with a BA degree. Alternatively, they can decide to remain for an optional fourth year composed of a research-intensive, clinically-focused or translation-focused extended project in Experimental Psychology and allied disciplines. Students who complete the fourth year will graduate with a Master’s degree in PPL."
VQ57,10007774,http://www.ox.ac.uk/admissions/undergraduate/courses-listing/philosophy-and-modern-languages,Philosophy and Modern Languages,"Philosophy
General philosophy
Moral philosophy
Logic
Modern Languages
Practical language work (two papers)
Study of important literary works and/or topics (two papers)",AAA,AAA,39 (including core points) with 666 at HL,39,"Philosophy and Modern Languages brings together some of the most important approaches to understanding language, literature and ideas.

The study of philosophy develops analytical rigour and the ability to criticise and reason logically. It allows you to apply these skills to questions ranging from how we acquire knowledge and form moral judgements to the nature of language, art and literature. Since many works of literature are shaped by the dominant philosophical ideas of their epoch, study of philosophy can illuminate that intellectual background.

The study of a modern European language develops analytical and critical abilities as well as highly competent linguistic skills. Studying the literature written in that language contributes to an understanding of many aspects of European culture. This enables students to develop attention to:

• stylistic and terminological detail
• rhetorical strategies
• and sensitivity to cultural and historical context

These skills are all of great value to the study of philosophy.

Studying these two disciplines in parallel has numerous advantages and affords students greater insights into each.

"">Video of Philosophy and Modern Languages at Oxford University

The Philosophy Faculty is the largest philosophy department in the UK, and one of the largest in the world. We admit around 450 undergraduates annually to read the various degrees involving Philosophy. Many faculty members have a worldwide reputation and our library and other facilities are acknowledged as among the best in the country.

Oxford’s Modern Languages Faculty is also the largest in the country, with a total intake of more than 250 students a year, including those reading joint degrees. The Taylor Institution is the biggest modern languages research library in the UK. The Modern Languages Faculty also has an undergraduate lending library, and students are able to take advantage of the well-equipped Language Centre."
VR55,10007774,http://www.ox.ac.uk/admissions/undergraduate/courses-listing/philosophy-and-modern-languages,Philosophy and Modern Languages,"Philosophy
General philosophy
Moral philosophy
Logic
Modern Languages
Practical language work (two papers)
Study of important literary works and/or topics (two papers)",AAA,AAA,39 (including core points) with 666 at HL,39,"Philosophy and Modern Languages brings together some of the most important approaches to understanding language, literature and ideas.

The study of philosophy develops analytical rigour and the ability to criticise and reason logically. It allows you to apply these skills to questions ranging from how we acquire knowledge and form moral judgements to the nature of language, art and literature. Since many works of literature are shaped by the dominant philosophical ideas of their epoch, study of philosophy can illuminate that intellectual background.

The study of a modern European language develops analytical and critical abilities as well as highly competent linguistic skills. Studying the literature written in that language contributes to an understanding of many aspects of European culture. This enables students to develop attention to:

• stylistic and terminological detail
• rhetorical strategies
• and sensitivity to cultural and historical context

These skills are all of great value to the study of philosophy.

Studying these two disciplines in parallel has numerous advantages and affords students greater insights into each.

"">Video of Philosophy and Modern Languages at Oxford University

The Philosophy Faculty is the largest philosophy department in the UK, and one of the largest in the world. We admit around 450 undergraduates annually to read the various degrees involving Philosophy. Many faculty members have a worldwide reputation and our library and other facilities are acknowledged as among the best in the country.

Oxford’s Modern Languages Faculty is also the largest in the country, with a total intake of more than 250 students a year, including those reading joint degrees. The Taylor Institution is the biggest modern languages research library in the UK. The Modern Languages Faculty also has an undergraduate lending library, and students are able to take advantage of the well-equipped Language Centre."
VRM7,10007774,http://www.ox.ac.uk/admissions/undergraduate/courses-listing/philosophy-and-modern-languages,Philosophy and Modern Languages,"Philosophy
General philosophy
Moral philosophy
Logic
Modern Languages
Practical language work (two papers)
Study of important literary works and/or topics (two papers)",AAA,AAA,39 (including core points) with 666 at HL,39,"Philosophy and Modern Languages brings together some of the most important approaches to understanding language, literature and ideas.

The study of philosophy develops analytical rigour and the ability to criticise and reason logically. It allows you to apply these skills to questions ranging from how we acquire knowledge and form moral judgements to the nature of language, art and literature. Since many works of literature are shaped by the dominant philosophical ideas of their epoch, study of philosophy can illuminate that intellectual background.

The study of a modern European language develops analytical and critical abilities as well as highly competent linguistic skills. Studying the literature written in that language contributes to an understanding of many aspects of European culture. This enables students to develop attention to:

• stylistic and terminological detail
• rhetorical strategies
• and sensitivity to cultural and historical context

These skills are all of great value to the study of philosophy.

Studying these two disciplines in parallel has numerous advantages and affords students greater insights into each.

"">Video of Philosophy and Modern Languages at Oxford University

The Philosophy Faculty is the largest philosophy department in the UK, and one of the largest in the world. We admit around 450 undergraduates annually to read the various degrees involving Philosophy. Many faculty members have a worldwide reputation and our library and other facilities are acknowledged as among the best in the country.

Oxford’s Modern Languages Faculty is also the largest in the country, with a total intake of more than 250 students a year, including those reading joint degrees. The Taylor Institution is the biggest modern languages research library in the UK. The Modern Languages Faculty also has an undergraduate lending library, and students are able to take advantage of the well-equipped Language Centre."
