kiscourseid,ukprn,url,coursetitle,modules,a_level_reqs,a_level_grades,ib_reqs,ib_grades,overview_text
UBLLAWSEGL18,10007784,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/english-and-german-law-dual-degree-llb,Find your course,,,,,,
UBSEARSEGS18,10007784,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/environmental-geoscience-bsc,Environmental Geoscience BSc,"
 Earth Materials , , 
 History of Life , , 
 Dynamic Earth , , 
 Surface Processes , , 
 The Earth , , 
 Geochemistry , , 
 Maps, Images and Structures , , 
 Earth Sciences Matlab , , ","Grades
AAB
Subjects
Biology, Chemistry, Geology/Geography, Mathematics, Further Mathematics or Physics preferred
GCSEs
English Language and Mathematics at grade C or 4.

",AAB,"Points
36
Subjects
A total of 17 points in three higher level subjects to preferably include two sciences, with no higher level score below 5. Biology, Chemistry, Geology/Geography, Mathematics, Further Mathematics or Physics preferred

",36,"





 









 




"
UMSEARSEGS18,10007784,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/environmental-geoscience-msci,Environmental Geoscience MSci,"
 Surface Processes , , 
 Earth Materials , , 
 History of Life , , 
 Dynamic Earth , , 
 The Earth , , 
 Geochemistry , , 
 Maps, Images and Structures , , 
 Earth Sciences Matlab , , ","Grades
AAB
Subjects
Biology, Chemistry, Geology/Geography, Mathematics, Further Mathematics or Physics preferred
GCSEs
English Language and Mathematics at grade C or 4.

",AAB,"Points
36
Subjects
A total of 17 points in three higher level subjects to preferably include two sciences, with no higher level score below 5. Biology, Chemistry, Geology/Geography, Mathematics, Further Mathematics or Physics preferred

",36,"





 









 




"
UBAESPSSTU18,10007784,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/european-social-and-political-studies-ba,European Social and Political Studies BA,"
 Introduction to History, Law, Politics and Philosophy , , ","Grades
A*AA
Subjects
A humanities or social science subject (or Mathematics) preferred. Mathematics at A* required for full Economics specialism if chosen. French or Spanish required at grade A if one of these is to be studied as major language.
GCSEs
English Language at grade B or 6 and Mathematics at grade C or 4.

",A*AA,"Points
39
Subjects
A total of 19 points in three higher level subjects, with no higher level score below 5. Higher level subjects to include French B, or Spanish B at grade 6 if either of these is to be studied as a major language. A humanities or social science subject (or Mathematics) is preferred. Mathematics at grade 7 at higher level is required for the full Economics specialism, if chosen. The programme will accept either 'Mathematics: Analysis and Approaches' or 'Mathematics: Applications and Interpretation' at higher level.


",39,"Introductory modules in the first year allow you to develop your interests and gain a good understanding of an area of specialism. Your modules fall broadly into three groupings: an interdisciplinary core module taken by all students, language and culture modules, and a specialism in the humanities or social sciences. Specialisms include: Anthropology, Comparative Politics, Economics (Element of), Economics (Full), Geography, History, International Relations, Law, Philosophy, Political Theory, and Q-Step. "
UBAESPSDUA18,10007784,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/european-social-and-political-studies-dual-degree-ba,European Social and Political Studies: Dual Degree BA,"
                                Sciences Po Year 1                              , , ","Grades
A*AA
Subjects
A humanities or social science subject (or Mathematics) preferred. Mathematics at A* required for full Economics specialism if chosen. French or Spanish required at grade A if one of these is to be studied as a major language. Other language requirements may apply depending on the campus chosen - see www.ucl.ac.uk/r992-entry.
GCSEs
English Language at grade B or 6 and Mathematics at grade C or 4.

",A*AA,"Points
39
Subjects
A total of 19 points in three higher level subjects, with no higher level score below 5. Higher level subjects to include French B or Spanish B at grade 6 if one of these is to be studied as a major language. A humanities or social science subject (or Mathematics) at higher level is normally a requirement. Mathematics at grade 7 at higher level is required for the full Economics specialism, if chosen. The programme will accept either 'Mathematics: Analysis and Approaches' or 'Mathematics: Applications and Interpretation' at higher level. Other language requirements may apply depending on the campus chosen - see www.ucl.ac.uk/r992-entry).

",39,"You will undertake language study throughout the programme, selecting and focusing on one language. The languages available are French, German, Italian, Portuguese and Spanish. You will spend the first two years of study at Sciences Po at one of the following five campuses: Paris, Poitiers, Menton, Nancy and Dijon. For each of these languages, the destinations are as follows:"
UBSLINSEXP21,10007784,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/experimental-linguistics-bsc,Experimental Linguistics BSc,"
 Introduction to Semantics and Pragmatics A , , 
 Introduction To Generative Grammar , , 
 Core Issues in Linguistics , , 
 Introduction to Semantics and Pragmatics B , , 
 Introduction to Phonetics and Phonology A , , 
 Introduction to Phonology , , 
 Introduction to Statistical Methods , , ","Grades
AAB
Subjects
At least one subject from Biology, Chemistry, Mathematics, Physics and Psychology.
GCSEs
English Language at grade B or 6 and Mathematics at grade C or 4.

",AAB,"Points
36
Subjects
A score of 17 points in three higher level subjects including one from Biology, Chemistry, Physics, Mathematics or Psychology with no higher level score below 5. If Mathematics is offered at higher level, the programme will accept either 'Analysis and Approaches' or 'Applications and Interpretation.

",36,"





 




"
UBSLINSINT18,10007784,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/experimental-linguistics-international-programme-bsc,Experimental Linguistics (International Programme) BSc,"
 Introduction to Semantics and Pragmatics A , , 
 Introduction To Generative Grammar , , 
 Core Issues in Linguistics , , 
 Introduction to Semantics and Pragmatics B , , 
 Introduction to Phonetics and Phonology A , , 
 Introduction to Phonology , , 
 Introduction to Statistical Methods , , ","Grades
AAB
Subjects
At least one subject from Biology, Chemistry, Mathematics, Physics and Psychology.
GCSEs
English Language at grade B or 6 and Mathematics at grade C or 4.

",AAB,"Points
36
Subjects
A score of 17 points in three higher level subjects including one from Biology, Chemistry, Physics, Mathematics or Psychology with no higher level score below 5. If Mathematics is offered at higher level, the programme will accept either 'Analysis and Approaches' or 'Applications and Interpretation.

",36,"





 




"
UBAFINSING05,10007784,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/fine-art-ba,Fine Art BA,,"Grades
ABB
Subjects
No specific subjects, but a portfolio of work is required. At least two A level subjects should be taken from UCL's list of preferred A level subjects.
GCSEs
English Language and Mathematics at grade C or 4.

",ABB,"Points
34
Subjects
A total of 16 points in three higher level subjects, with no higher level score below 5, plus a portfolio. 

",34,"





 




"
UBFFINSING05,10007784,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/fine-art-bfa,Fine Art BFA,,"Grades
ABB
Subjects
No specific subjects, but a portfolio of work is required. At least two A level subjects should be taken from UCL's list of preferred A level subjects.
GCSEs
English Language and Mathematics at grade C or 4.

",ABB,"Points
34
Subjects
A total of 16 points in three higher level subjects, with no higher level score below 5, plus a portfolio. 

",34,"





 




"
UBAFSHAEES18,10007784,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/finnish-and-east-european-studies-ba,Finnish and East European Studies BA,"
 War, Trauma and Memory in East European Cinema , , 
 Literature and Memory , , ","Grades
ABB
Subjects
No specific subjects. At least two A level subjects should be taken from UCL's list of preferred A level subjects.
GCSEs
English Language at grade B or 6 and Mathematics at grade C or 4.

",ABB,"Points
34
Subjects
A total of 16 points in three higher level subjects, with no higher level score below 5.

",34,"





 




"
UBAFINAFRE18,10007784,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/finnish-and-french-ba,Finnish and French BA,"In each year of study at UCL, you will take compulsory French language modules, normally up to the value of 30 credits.   You will take 30 credits of compulsory Finnish language in each year of study, accompanied by credits in literature/culture.    , Optional modules, Optional modules include culture, literature, film, history and linguistics and may be language specific or interdisciplinary in focus.   These are selected across SELCS and SSEES.   , Further details on modules is available at:  SELCS: https://www. ucl. ac. uk/european-languages-culture/programmes-courses/modules-and-timetable/undergraduate-modules  , Guidance and resources on SSEES modules and programme structure can be found in the SSEES handbook.  ","Grades
AAB
Subjects
French required at A.
GCSEs
English Language at grade B or 6 and Mathematics at grade C or 4.

",AAB,"Points
36
Subjects
A total of 17 points in three higher level subjects including French grade 6, with no higher level score below 5.

",36,"





 




"
UBAFINAGER18,10007784,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/finnish-and-german-ba,Finnish and German BA,"In each year of study at UCL, you will take compulsory German language modules, normally up to the value of 30 credits.   You will take 30 credits of compulsory Finnish language in each year of study, accompanied by credits in literature/culture.  , Optional modules, Optional modules include culture, literature, film, history and linguistics and may be language specific or interdisciplinary in focus.   These are selected across SELCS and SSEES.   , Further details on modules is available at:  
SELCS: https://www. ucl. ac. uk/european-languages-culture/programmes-courses/modules-and-timetable/undergraduate-modules  , Guidance and resources on SSEES modules and programme structure can be found in the SSEES handbook.    ","Grades
AAB
Subjects
A level or equivalent in a foreign language required (not necessarily one of the named languages). Applicants seeking to study two languages at beginner level should seek advice from the departments concerned.
GCSEs
English Language at grade B or 6 and Mathematics at grade C or 4.

",AAB,"Points
36
Subjects
A total of 17 points in three higher level subjects to include a foreign language, with no higher level score below 5.

",36,"





 




"
UBAFINAHEB18,10007784,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/finnish-and-hebrew-ba,Finnish and Hebrew BA,"You will take 30 credits of compulsory Finnish language in each year of study, accompanied by credits in literature/culture.   , You will take 30 credits of compulsory Modern Hebrew language in each year of study.   In addition, in Year 1 you will take an introductory course in Hebrew and Jewish Studies called Kita Alef: Introduction to Jewish Studies. ","Grades
ABB
Subjects
A level or equivalent in a foreign language required (not necessarily one of the named languages). Applicants seeking to study two languages at beginner level should seek advice from the departments concerned.
GCSEs
English Language at grade B or 6 and Mathematics at grade C or 4.

",ABB,"Points
34
Subjects
A total of 16 in three higher level subjects to include Finnish or Hebrew, with no higher level score below 5

",34,Over recent decades our world has become more interdependent and with these deeper connections comes an enhanced need for enlightened citizenship. Our Finnish and Hebrew degree offers expert teaching and learning in both language acquisition and intercultural contexts that will equip students to thrive in today’s global society. 
UBAFINAHUN18,10007784,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/finnish-and-hungarian-ba,Finnish and Hungarian BA,"In each year of study at UCL, you will take compulsory Finnish language modules, normally up to the value of 30 credits.   You will also take 30 credits of compulsory Hungarian language in each year of study, accompanied by credits in literature/culture.    , Optional modules, Optional modules include culture, literature and cinema across SSEES and SELCS as well as a choice of interdepartmental modules  , Guidance and resources on SSEES modules and programme structure can be found in the SSEES handbook.   ","Grades
ABB
Subjects
No specific subjects. At least two A level subjects should be taken from UCL's list of preferred A level subjects.
GCSEs
English Language at grade B or 6 and Mathematics at grade C or 4.

",ABB,"Points
34
Subjects
A total of 16 points in three higher level subjects, with no higher level score below 5.

",34,"





 




"
UBAFINAITA18,10007784,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/finnish-and-italian-ba,Finnish and Italian BA,"In each year of study at UCL, you will take compulsory Italian language modules, normally up to the value of 30 credits.   You will take 30 credits of compulsory Finnish language in each year of study, accompanied by credits in literature/culture.    , Optional modules, Optional modules include culture, literature, film, history and linguistics and may be language specific or interdisciplinary in focus.   These are selected across SELCS and SSEES.   , Further details on modules is available at:  
SELCS: https://www. ucl. ac. uk/european-languages-culture/programmes-courses/modules-and-timetable/undergraduate-modules  , Guidance and resources on SSEES modules and programme structure can be found in the SSEES handbook.    ","Grades
AAB
Subjects
A level or equivalent in a foreign language required (not necessarily one of the named languages). Applicants seeking to study two languages at beginner level should seek advice from the departments concerned.
GCSEs
English Language at grade B or 6 and Mathematics at grade C or 4.

",AAB,"Points
36
Subjects
A total of 17 points in three higher level subjects to include a foreign language, with no higher level score below 5.

",36,"





 




"
UBAFINANOR18,10007784,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/finnish-and-norwegian-ba,Finnish and Norwegian BA,"In each year of study at UCL, you will take compulsory Norwegian language modules, normally up to the value of 30 credits.   You will take 30 credits of compulsory Finnish language in each year of study, accompanied by credits in literature/culture.    , Optional modules, Optional modules include culture, literature, film, history and linguistics and may be language specific or interdisciplinary in focus.   These are selected across SELCS and SSEES.   , Further details on modules is available at:  
SELCS: https://www. ucl. ac. uk/european-languages-culture/programmes-courses/modules-and-timetable/undergraduate-modules  , Guidance and resources on SSEES modules and programme structure can be found in the SSEES handbook.    ","Grades
ABB
Subjects
A level or equivalent in a foreign language required (not necessarily one of the named languages). Applicants seeking to study two languages at beginner level should seek advice from the departments concerned.
GCSEs
English Language at grade B or 6 and Mathematics at grade C or 4.

",ABB,"Points
34
Subjects
A total of 16 points in three higher level subjects to include a foreign language, with no higher level score below 5.

",34,"





 




"
UBAFINAPOL18,10007784,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/finnish-and-polish-ba,Finnish and Polish BA,"In each year of study at UCL, you will take compulsory Finnish language modules, normally up to the value of 30 credits.   You will also take 30 credits of compulsory Polish language in each year of study, accompanied by credits in literature/culture.    , Optional modules, Optional modules include culture, literature and cinema across SSEES and SELCS as well as a choice of interdepartmental modules  , Guidance and resources on SSEES modules and programme structure can be found in the SSEES handbook.   ","Grades
ABB
Subjects
No specific subjects. At least two A level subjects should be taken from UCL's list of preferred A level subjects.
GCSEs
English Language at grade B or 6 and Mathematics at grade C or 4.

",ABB,"Points
34
Subjects
A total of 16 points in three higher level subjects, with no higher level score below 5.

",34,"





 









 




"
UBAFINAPOR18,10007784,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/finnish-and-portuguese-ba,Finnish and Portuguese BA,"In each year of study at UCL, you will take compulsory Portuguese language modules, normally up to the value of 30 credits.   You will take 30 credits of compulsory Finnish language in each year of study, accompanied by credits in literature/culture.    , Optional modules, Optional modules include culture, literature, film, history and linguistics and may be language specific or interdisciplinary in focus.   These are selected across SELCS and SSEES.   , Further details on modules is available at:  
SELCS: https://www. ucl. ac. uk/european-languages-culture/programmes-courses/modules-and-timetable/undergraduate-modules  , Guidance and resources on SSEES modules and programme structure can be found in the SSEES handbook.    ","Grades
ABB
Subjects
A level or equivalent in a foreign language required (not necessarily one of the named languages). Applicants seeking to study two languages at beginner level should seek advice from the departments concerned.
GCSEs
English Language at grade B or 6 and Mathematics at grade C or 4.

",ABB,"Points
34
Subjects
A total of 16 points in three higher level subjects to include a foreign language, with no higher level score below 5.

",34,"





 




"
UBAFINAROM18,10007784,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/finnish-and-romanian-ba,Finnish and Romanian BA,"In each year of study at UCL, you will take compulsory Finnish language modules, normally up to the value of 30 credits.   You will also take 30 credits of compulsory Romanian language in each year of study, accompanied by credits in literature/culture.    , Optional modules, Optional modules include culture, literature and cinema across SSEES and SELCS as well as a choice of interdepartmental modules  , Guidance and resources on SSEES modules and programme structure can be found in the SSEES handbook.   ","Grades
ABB
Subjects
No specific subjects. At least two A level subjects should be taken from UCL's list of preferred A level subjects.
GCSEs
English Language at grade B or 6 and Mathematics at grade C or 4.

",ABB,"Points
34
Subjects
A total of 16 points in three higher level subjects, with no higher level score below 5.

",34,"





 









 




"
UBAFINARUS18,10007784,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/finnish-and-russian-ba,Finnish and Russian BA,"In each year of study at UCL, you will take compulsory Russian language modules, normally up to the value of 30 credits.   You will take 30 credits of compulsory Finnish language in each year of study, accompanied by credits in literature/culture.    , Optional modules, Optional modules include culture, literature, film, history and linguistics and may be language specific or interdisciplinary in focus.   These are selected across SELCS and SSEES.   , Further details on modules is available at:  SELCS: https://www. ucl. ac. uk/european-languages-culture/programmes-courses/modules-and-timetable/undergraduate-modules  , Guidance and resources on SSEES modules and programme structure can be found in the SSEES handbook.    ","Grades
ABB
Subjects
No specific subjects. At least two A level subjects should be taken from UCL's list of preferred A level subjects.
GCSEs
English Language at grade B or 6 and Mathematics at grade C or 4.

",ABB,"Points
34
Subjects
A total of 16 points in three higher level subjects, with no higher level score below 5.

",34,"





 




"
UBAFINASRB18,10007784,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/finnish-and-serbian-croatian-ba,Finnish and Serbian/Croatian BA,"In each year of study at UCL, you will take compulsory Finnish language modules, normally up to the value of 30 credits.   You will also take 30 credits of compulsory Serbian/Croatian language in each year of study, accompanied by credits in literature/culture.  , Optional modules, Optional modules include culture, literature and cinema across SSEES and SELCS as well as a choice of interdepartmental modules, Guidance and resources on SSEES modules and programme structure can be found in the SSEES handbook. ","Grades
ABB
Subjects
No specific subjects. At least two A level subjects should be taken from UCL's list of preferred A level subjects.
GCSEs
English Language at grade B or 6 and Mathematics at grade C or 4.

",ABB,"Points
34
Subjects
A total of 16 points in three higher level subjects, with no higher level score below 5.

",34,"





 




"
UBAFINASPA18,10007784,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/finnish-and-spanish-ba,Finnish and Spanish BA,"In each year of study at UCL, you will take compulsory Finnish language modules, normally up to the value of 30 credits.   You will take 30 credits of compulsory Spanish language in each year of study, accompanied by credits in literature/culture.   , Optional modules, Optional modules include culture, literature and cinema across SSEES and SELCS as well as a choice of interdepartmental modules , Guidance and resources on SSEES modules and programme structure can be found in the SSEES handbook.  , Further details on modules and timetables are available on our website.  ","Grades
AAB
Subjects
Spanish required at A.
GCSEs
English Language at grade B or 6 and Mathematics at grade C or 4.

",AAB,"Points
36
Subjects
A total of 17 points in three higher level subjects, with no higher level score below 5, to include French grade 6.

",36,"





 




"
UBAFINASWE18,10007784,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/finnish-and-swedish-ba,Finnish and Swedish BA,"In each year of study at UCL, you will take compulsory Finnish language modules, normally up to the value of 30 credits.   You will take 30 credits of compulsory Swedish language in each year of study, accompanied by credits in literature/culture.  , Optional modules, Optional modules include culture, literature, film, history and linguistics and may be language specific or interdisciplinary in focus.   These are selected across SELCS and SSEES. , Further details on modules is available at:
 SELCS: https://www. ucl. ac. uk/european-languages-culture/programmes-courses/modules-and-timetable/undergraduate-modules, Guidance and resources on SSEES modules and programme structure can be found in the SSEES handbook.  ","Grades
ABB
Subjects
A level or equivalent in a foreign language required (not necessarily one of the named languages). Applicants seeking to study two languages at beginner level should seek advice from the departments concerned.
GCSEs
English Language at grade B or 6 and Mathematics at grade C or 4.

",ABB,"Points
34
Subjects
A total of 16 points in three higher level subjects to include a foreign language, with no higher level score below 5.

",34,"





 




"
UBAFINAUKR18,10007784,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/finnish-and-ukrainian-ba,Finnish and Ukrainian BA,"In each year of study at UCL, you will take compulsory Finnish language modules, normally up to the value of 30 credits.   You will also take 30 credits of compulsory Ukrainian language in each year of study, accompanied by credits in literature/culture.  , Optional modules, Optional modules include culture, literature and cinema across SSEES and SELCS as well as a choice of interdepartmental modules, Guidance and resources on SSEES modules and programme structure can be found in the SSEES handbook. ","Grades
ABB
Subjects
No specific subjects. At least two A level subjects should be taken from UCL's list of preferred A level subjects.
GCSEs
English Language at grade B or 6 and Mathematics at grade C or 4.

",ABB,"Points
34
Subjects
A total of 16 points in three higher level subjects, with no higher level score below 5.

",34,"





 




"
UBAFINAYID18,10007784,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/finnish-and-yiddish-ba,Finnish and Yiddish BA,"You will take 30 credits of compulsory Finnish language in each year of study, accompanied by credits in literature/culture.   , You will take 30 credits of compulsory Yiddish language in each year of study.   In addition, in Year 1 you will take an introductory course in Hebrew and Jewish Studies called Kita Alef: Introduction to Jewish Studies. , Optional modules,  , Optional modules include culture, literature and cinema across SSEES and SELCS as well as a choice of interdepartmental modules.   , Guidance and resources on SSEES modules and programme structure can be found in the SSEES handbook.   , Optional modules include courses in aspects of Jewish history, culture, and literature, as well as Jewish languages such as Biblical Hebrew, Yiddish, and Aramaic. ","Grades
ABB
Subjects
A level or equivalent in a foreign language required (not necessarily one of the named languages). Applicants seeking to study two languages at beginner level should seek advice from the departments concerned.
GCSEs
English Language at grade B or 6 and Mathematics at grade C or 4.

",ABB,"Points
34
Subjects
A total of 16 in three higher level subjects to include Finnish or Yiddish with no higher level score below 5

",34,Over recent decades our world has become more interdependent and with these deeper connections comes an enhanced need for enlightened citizenship. Our Finnish and Yiddish degree offers expert teaching and learning in both language acquisition and intercultural contexts that will equip students to thrive in today’s global society. 
UBAFRESING18,10007784,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/french-ba,French BA,"
 Reading French Texts , , 
 The Making of Modern France , , ","Grades
ABB
Subjects
French required at grade A.
GCSEs
English Language at grade B or 6 and Mathematics at grade C or 4.

",ABB,"Points
34
Subjects
A total of 16 points in three higher level subjects including French grade 6, with no higher level score below 5.

",34,Over recent decades our world has become more interdependent and with these deeper connections comes an enhanced need for enlightened citizenship. Our degree in French offers expert teaching and learning in both language acquisition and intercultural contexts that will equip students to thrive in today’s global society.  
UBAFREAENG18,10007784,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/french-and-english-ba,French and English BA,"
 Use of French 1 , , 
 Narrative Texts , , 
 The Making of Modern France , , 
 Reading French Texts , , 
 French Oral 1 , , ","Grades
AAA
Subjects
English Literature/English Language and Literature and French grade A required.
GCSEs
English Language at grade B or 6 and Mathematics at grade C or 4.

",AAA,"Points
38
Subjects
A total of 18 points in three higher level subjects, with no higher level score below 5, to include English Language and Literature/English Literature and French required at grade 6.

",38,"Over recent decades our world has become more interdependent and, with these deeper connections, comes an enhanced need for enlightened citizenship; our degree in French and English offers expert teaching and learning in both language acquisition and intercultural contexts that will equip students to thrive in today’s global society. Over the four years, you will deepen your knowledge of the French language while also developing valuable skills in cultural literacy and critical thinking. "
UBAFREAGER18,10007784,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/french-and-german-ba,French and German BA,"
 Use of French 1 , , 
 Reading French Texts , , 
 French Oral 1 , , 
 Introduction to German Studies 1 , , 
 Introduction to German Studies 2 , , 
 Modern German Language I , , 
 The Making of Modern France , , ","Grades
ABB
Subjects
French required at grade A.
GCSEs
English Language at grade B or 6 and Mathematics at grade C or 4.

",ABB,"Points
34
Subjects
A total of 16 points in three higher level subjects to include French grade 6, with no higher level score below 5.

",34,"





 




"
UBAFREAHEB18,10007784,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/french-and-hebrew-ba,French and Hebrew BA,"You will take 30 credits of compulsory French language in each year of study, accompanied by credits in literature/culture.   , You will take 30 credits of compulsory Modern Hebrew language in each year of study.   In addition, in Year 1 you will take an introductory course in Hebrew and Jewish Studies called Kita Alef: Introduction to Jewish Studies. ,  , Optional modules, Optional modules include culture, literature and cinema across SSEES and SELCS as well as a choice of interdepartmental modules.   , Guidance and resources on SSEES modules and programme structure can be found in the SSEES handbook.   , Optional modules include courses in aspects of Jewish history, culture, and literature, as well as Jewish languages such as Biblical Hebrew, Yiddish, and Aramaic. ","Grades
ABB
Subjects
French required at grade A.
GCSEs
English Language at grade B or 6 and Mathematics at grade C or 4.

",ABB,"Points
34
Subjects
A total of 16 points in three higher level subjects to include French grade 6, with no higher level score below 5.

",34,"Over recent decades, our world has become more interdependent and with these deeper connections comes an enhanced need for enlightened citizenship. Our French and Hebrew degree offers expert teaching and learning in both language acquisition and intercultural contexts that will equip students to thrive in today’s global society. "
UBAFREAHAR18,10007784,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/french-and-history-of-art-ba,Find your course,,,,,,
UBAFREAHUN18,10007784,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/french-and-hungarian-ba,French and Hungarian BA,"In each year of study at UCL, you will take compulsory French language modules, normally up to the value of 30 credits.   You will take 30 credits of compulsory Hungarian language in each year of study, accompanied by credits in literature/culture.  , Optional modules, Optional modules include culture, literature, film, history and linguistics and may be language specific or interdisciplinary in focus.   These are selected across SELCS and SSEES. , Further details on modules is available at:
 SELCS: https://www. ucl. ac. uk/european-languages-culture/programmes-courses/modules-and-timetable/undergraduate-modules, Guidance and resources on SSEES modules and programme structure can be found in the SSEES handbook.  ","Grades
AAB
Subjects
French required at A.
GCSEs
English Language at grade B or 6 and Mathematics at grade C or 4.

",AAB,"Points
36
Subjects
A total of 17 points in three higher level subjects including French grade 6, with no higher level score below 5.

",36,"





 




"
UBAFREAITA18,10007784,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/french-and-italian-ba,French and Italian BA,"
 First Year Italian Language , , 
 Use of French 1 , , 
 The Making of Modern France , , 
 Reading French Texts , , 
 French Oral 1 , , 
 Introduction to Italian Studies 1 , , 
 Introduction to Italian Studies 2 , , ","Grades
ABB
Subjects
French required at grade A.
GCSEs
English Language at grade B or 6 and Mathematics at grade C or 4.

",ABB,"Points
34
Subjects
A total of 16 points in three higher level subjects to include French grade 6, with no higher level score below 5.

",34,"Over recent decades our world has become more interdependent and, with these deeper connections, comes an enhanced need for enlightened citizenship; our degree in French and Italian offers expert teaching and learning in both language acquisition and intercultural contexts that will equip students to thrive in today’s global society. Over the four years, you will deepen your knowledge of the French and Italian languages while also developing valuable skills in cultural literacy and critical thinking. "
UBAFREALAT18,10007784,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/french-and-latin-ba,French and Latin BA,"In each year of study at UCL, you will take compulsory French language modules, normally up to the value of 30 credits, accompanied by credits in literature, culture, history and linguistics related to your chosen language. , You will also take compulsory modules in Latin in each year of study at UCL – for further details please visit the Greek and Latin department website.  Your degree will be studied on a 50/50 ratio between French and Latin. , In each year of study at UCL, you will take compulsory French language modules, normally up to the value of 30 credits, accompanied by credits in literature, culture, history and linguistics related to your chosen language. , Degrees that are 'and' another subject will usually comprise of 60 credits in SELCS modules and 60 credits from Latin. , Optional modules, Optional modules include culture, literature, film, history and linguistics and may be language specific or interdisciplinary in focus.  Further details are available on the SELCS undergraduate modules page.  ","Grades
AAB
Subjects
French and Latin required at grade A.
GCSEs
English Language at grade B or 6 and Mathematics at grade C or 4.

",AAB,"Points
36
Subjects
A total of 17 points in three higher level subjects to include French and Latin grade 6, with no higher level score below 5.

",36,"Over recent decades our world has become more interdependent and, with these deeper connections, comes an enhanced need for enlightened citizenship; our degree in French and Latin offers expert teaching and learning in both language acquisition and intercultural contexts that will equip students to thrive in today’s global society. Over the four years, you will deepen your knowledge of French and Latin while also developing valuable skills in cultural literacy and critical thinking. "
UBAFREANOR18,10007784,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/french-and-norwegian-ba,French and Norwegian BA,"In each year of study at UCL, you will take compulsory French language modules, normally up to the value of 30 credits.  You will take 30 credits of compulsory Norwegian language modules in each year of study, accompanied by credits in literature and/or culture. , Optional modules, Optional modules include culture, literature, film, history and linguistics and may be language specific or interdisciplinary in focus.  These are selected across SELCS. , Further details on modules are available at on the SELCS website: Undergraduate Modules","Grades
ABB
Subjects
French required at grade A.
GCSEs
English Language at grade B or 6 and Mathematics at grade C or 4.

",ABB,"Points
34
Subjects
A total of 16 points in three higher level subjects to include French grade 6, with no higher level score below 5.

",34,"Over recent decades our world has become more interdependent and, with these deeper connections, comes an enhanced need for enlightened citizenship; our degree in French and Norwegian offers expert teaching and learning in both language acquisition and intercultural contexts that will equip students to thrive in today’s global society. Over the four years, you will deepen your knowledge of the French and Norwegian languages while also developing valuable skills in cultural literacy and critical thinking. "
UBAFREAPHI18,10007784,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/french-and-philosophy-ba,French and Philosophy BA,"
 French Oral 1 , , 
 Use of French 1 , , 
 The Making of Modern France , , 
 Reading French Texts , , ","Grades
AAA
Subjects
French required at grade A.
GCSEs
English Language at grade B or 6 and Mathematics at grade C or 4.

",AAA,"Points
38
Subjects
A total of 18 points in three higher level subjects, with no higher level score below 5, to include French grade 6.

",38,"Over recent decades our world has become more interdependent and, with these deeper connections, comes an enhanced need for enlightened citizenship; our degree in French and Philosophy offers expert teaching and learning in both language acquisition and intercultural contexts that will equip students to thrive in today’s global society. Over the four years, you will deepen your knowledge of the French language while also developing valuable skills in cultural literacy and critical thinking. "
